,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,
210,Comparison of polysaccharides in articular cartilage regeneration associated with chondrogenic and autophagy-related gene expression,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=34&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Do SH,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Heo Dong Nyoung, Kim Han-Jun, Lee Donghyun, Kim Hyosung, Lee Sang Jin, Lee Hye-Rim, Kwon Il Keun, Do Sun Hee",922-930,Article,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
211,Double layers of gold nanoparticles immobilized titanium implants improve the osseointegration in rabbit models,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=36&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Sohn S,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Ko Wan-Kyu, Kim Seong Jun, Heo Dong Nyoung, Han In-Bo, Kim Sewha, Kwon Il Keun, Sohn Seil",102129,Article,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,
212,Emerging Potential of Exosomes in Regenerative Medicine for Temporomandibular Joint Osteoarthritis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=39&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Kwon IK,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Yeon-Hee, Park Hee-Kyung, Auh Q-Schick, Nah Haram, Lee Jae Seo, Moon Ho-Jin, Heo Dong Nyoung, Kim In San, Kwon Il Keun",1541,Review,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,
213,Vitamin D-conjugated gold nanoparticles as functional carriers to enhancing osteogenic differentiation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=42&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Kwon IK, Hwang YS","TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Nah Haram, Lee Donghyun, Heo Min, Lee Jae Seo, Lee Sang Jin, Dong Nyoung Heo, Seong Jeongmin, Lim Ho-Nam, Lee Yeon-Hee, Moon Ho-Jin",826-836,Article,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,
214,Collagen-infilled 3D printed scaffolds loaded with miR-148b-transfected bone marrow stem cells improve calvarial bone regeneration in rats,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=45&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Ozbolat IT,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Moncal Kazim K., Aydin R. Seda Tigli, Abu-Laban Mohammad, Heo Dong N., Rizk Elias, Tucker Scott M., Lewis Gregory S., Hayes Daniel, Ozbolat Ibrahim T.",110128,Article,MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,
215,Facile preparation of mussel-inspired antibiotic-decorated titanium surfaces with enhanced antibacterial activity for implant applications,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=48&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Moon JH, Kwon I","ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Lee Jae Seo, Lee Sang Jin, Yang Seok Bin, Lee Donghyun, Nah Haram, Heo Dong Nyoung, Moon Ho-Jin, Hwang Yu-Shik, Reis Rui L., Moon Ji-Hoi",UNSP 143675,Article,APPLIED SURFACE SCIENCE,
216,Anti-neuroinflammatory gold nanocomplex loading ursodeoxycholic acid following spinal cord injury,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=51&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Sohn S,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kim Seong Jun, Ko Wan-Kyu, Dong Nyoung Heo, Lee Sang Jin, Lee Donghyun, Heo Min, Han In-Bo, Kwon Il Keun, Sohn Seil",UNSP 122088,Article,CHEMICAL ENGINEERING JOURNAL,
217,Synergistic interplay between human MSCs and HUVECs in 3D spheroids laden in collagen/fibrin hydrogels for bone tissue engineering,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=54&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Ozbolat IT,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Dong Nyoung Heo, Hospodiuk Monika, Ozbolat Ibrahim T.",348-356 특별호: SI,Article,ACTA BIOMATERIALIA,
218,0,0,0,0,0,0,0,0,
219,0,0,0,0,0,0,0,0,
220,Development of 3D printable conductive hydrogel with crystallized PEDOT:PSS for neural tissue engineering,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=59&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Zhang LG,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Dong Nyoung Heo, Lee Se-Jun, Timsina Raju, Qiu Xiangyun, Castro Nathan J., Zhang Lijie Grace",582-590,Article,MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,
221,Thermally-controlled extrusion-based bioprinting of collagen,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=62&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Ozbolat IT,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Moncal Kazim K., Ozbolat Veli, Datta Pallab, Heo Dong N., Ozbolat Ibrahim T.",55,Article,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,
222,Preparation of antibacterial chitosan membranes containing silver nanoparticles for dental barrier membrane applications,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=65&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Kwon IK,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Lee Donghyun, Lee Sang Jin, Moon Ji-Hoi, Kim Joo Hyoung, Heo Dong Nyoung, Bang Jae Beum, Lim Ho-Nam, Kwon Ii Keun",196-202,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
223,0,0,0,0,0,0,0,0,
224,0,0,0,0,0,0,0,0,
225,Poly(lactide-co-glycolide) nanofibrous scaffolds chemically coated with gold-nanoparticles as osteoinductive agents for osteogenesis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=70&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Kwon IK,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Donghyun, Heo Dong Nyoung, Lee Sang Jin, Heo Min, Kim Jeongho, Choi Samjin, Park Hun-Kuk, Park Young Guk, Lim Ho-Nam, Kwon Il Keun",300-307 부: B,Article, Proceedings Paper,APPLIED SURFACE SCIENCE
226,Multilayered co-electrospun scaffold containing silver sulfadiazine as a prophylactic against osteomyelitis: Characterization and biological in vitro evaluations,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=73&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Kwon IK, Moon JH","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Heo Min, Lee Sang Jin, Heo Dong Nyoung, Lee Donghyun, Lim Ho-Nam, Moon Ji-Hoi, Kwon Il Keun",308-316 부: B,Article, Proceedings Paper,APPLIED SURFACE SCIENCE
227,3D printing nano conductive multi-walled carbon nanotube scaffolds for nerve regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=76&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Zhang LG,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","Lee Se-Jun, Zhu Wei, Nowicki Margaret, Lee Grace, Dong Nyoung Heo, Kim Junghoon, Zuo Yi Y., Zhang Lijie Grace",16018,Article,JOURNAL OF NEURAL ENGINEERING,
228,Injectable hydrogel composite containing modified gold nanoparticles: implication in bone tissue regeneration,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=79&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Kwon IK,"DOVE MEDICAL PRESS LTD, PO BOX 300-008, ALBANY, AUCKLAND 0752, NEW ZEALAND","Lee Donghyun, Heo Dong Nyoung, Nah Ha Ram, Lee Sang Jin, Ko Wan-Kyu, Lee Jae Seo, Moon Ho-Jin, Bang Jae Beung, Hwang Yu-Shik, Reis Rui L.",7019-7031,Article,INTERNATIONAL JOURNAL OF NANOMEDICINE,
229,Ultrasound-triggered PLGA microparticle destruction and degradation for controlled delivery of local cytotoxicity and drug release,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=82&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Jang KW, Kwon KI","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Jang Kee W., Seol Dongrim, Ding Lei, Heo Dong Nyoung, Lee Sang Jin, Martin James A., Kwon Il Keun",1211-1217,Article,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,
230,0,0,0,0,0,0,0,0,
231,Biological assessments of multifunctional hydrogel-decorated implantable neural cuff electrode for clinical neurology application,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=86&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Kwon IK, Lee SH, Do SH","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Han-Jun, Heo Dong Nyoung, Lee Yi Jae, Lee Sang Jin, Kang Ji Yoon, Lee Soo Hyun, Kwon Ii Keun, Do Sun Hee",15245,Article,SCIENTIFIC REPORTS,
232,Preparation of mechanically enhanced hydrogel scaffolds by incorporating interfacial polymer nanorods for nerve electrode application,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=89&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Kwon IK,"KOREAN FIBER SOC, KOREA SCIENCE TECHNOLOGY CTR #501 635-4 YEOGSAM-DONG, KANGNAM-GU, SEOUL 135-703, SOUTH KOREA","Heo Min, Lee Sang Jin, Lee Donghyun, Heo Dong Nyoung, Lee Jae Seo, Youn Yun Hee, Lee Si Eun, Ko Na Re, Kim Byung-Soo, Lim Ho-Nam",2248-2254,Article,FIBERS AND POLYMERS,
233,Supporting Nickel To Replace Platinum on Zeolite Nanosponges for Catalytic Hydroisomerization of n-Dodecane,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=92&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Ryoo R,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Kim Jaeheon, Han Seung Won, Kim Jeong-Chul, Ryoo Ryong",10545-10554,Article,ACS CATALYSIS,
234,0,0,0,0,0,0,0,0,
235,Sulfonium-based organic structure-directing agents for microporous aluminophosphate synthesis,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=96&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Jo C, Ryoo R","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Sungjune, Jo Changbum, Park Hongjun, Ryoo Jaeheon Kim, Ryoo Ryong",75-81,Article,MICROPOROUS AND MESOPOROUS MATERIALS,
236,Facile synthesis of mesoporous zeolite Y using seed gel and amphiphilic organosilane,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=99&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Ryoo R,"ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Venkatesan Chithravel, Park Hongjun, Kim Jaeheon, Lee Seungjun, Ryoo Ryong",UNSP 109579,Article,MICROPOROUS AND MESOPOROUS MATERIALS,
237,0,0,0,0,0,0,0,0,
238,An injectable silk fibroin nanofiber hydrogel hybrid system for tumor upconversion luminescence imaging and photothermal therapy,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=103&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Huang XN, Qi H","ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","He Wei, Li Po, Zhu Yue, Liu Mingming, Huang Xiaonan, Qi Hui",2213-2219,Article,NEW JOURNAL OF CHEMISTRY,
239,Microfluidic generation of Prussian blue-laden magnetic micro-adsorbents for cesium removal,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=106&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,Huh YS,"ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kang Sung-Min, Rethinasabapathy Muruganantham, Hwang Seung Kuy, Lee Go-Woon, Jang Sung-Chan, Kwak Cheol Hwan, Choe Sang-Rak, Huh Yun Suk",218-226,Article,CHEMICAL ENGINEERING JOURNAL,
240,0,0,0,0,0,0,0,0,
241,The recyclability of alginate hydrogel particles used as a palladium catalyst support,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=110&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Park BJ, Huh YS","ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Xia Ming, Kang Sung-Min, Lee Go-Woon, Huh Yun Suk, Park Bum Jun",306-315,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
242,Generation of multifunctional encoded particles using a tetrapod microneedle injector,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=113&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Kim WS, Huh YS","ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Kang Sung-Min, Rethinasabapathy Muruganantham, Lee Go-Woon, Kwak Cheol Hwan, Park Bumjun, Kim Woo-Sik, Huh Yun Suk",164-171,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
243,0,0,0,0,0,0,0,0,
244,Generation of cesium lead halide perovskite nanocrystals via a serially-integrated microreactor system: Sequential anion exchange reaction,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=116&SID=C2EeH7HCUSMRWCslaUq&page=1&doc=1,"Kim SW, Yu JS, Huh YS","ELSEVIER SCIENCE SA, PO BOX 564, 1001 LAUSANNE, SWITZERLAND","Kang Sung-Min, Park Bumjun, Raju Ganji Seeta Rama, Baek Seungmin, Hussain Sk. Khaja, Kwak Cheol Hwan, Han Young-Kyu, Yu Jae Su, Kim Sang-Wook, Huh Yun Suk",123316,Article,CHEMICAL ENGINEERING JOURNAL,
245,0,0,0,0,0,0,0,0,
246,Fabrication of CsPbBr3 Perovskite Quantum Dots/Cellulose-Based Colorimetric Sensor: Dual-Responsive On-Site Detection of Chloride and Iodide Ions,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=1&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Huh YS,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Park Bumjun, Kang Sung-Min, Lee Go-Woon, Kwak Cheol Hwan, Rethinasabapathy Muruganantham, Huh Yun Suk",793-801,Article,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,
247,A screen printed carbon electrode modified with an amino-functionalized metal organic framework of type MIL-101(Cr) and with palladium nanoparticles for voltammetric sensing of nitrite,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=3&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Huh YS, Han YK","SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, A-1201 WIEN, AUSTRIA","Vilian A. T. Ezhil, Dinesh Bose, Muruganantham Rethinasabapathy, Choe Sang Rak, Kang Sung-Min, Huh Yun Suk, Han Young-Kyu",4793-4801,Article,MICROCHIMICA ACTA,
248,Ternary PtRuFe nanoparticles supported N-doped graphene as an efficient bifunctional catalyst for methanol oxidation and oxygen reduction reactions,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=6&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Natesan B, Huh YS","PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Rethinasabapathy Muruganantham, Kang Sung-Min, Haldorai Yuvaraj, Jankiraman Manokaran, Jonna Narendranath, Choe Sang Rak, Huh Yun Suk, Natesan Balasubramanian",30738-30749,Article,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,
249,Gamma radiation mediated green technology for Pd nanoparticles recovery from wastewater,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=9&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Han YK, Huh YS","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Kang Sung-Min, Kwak Cheol Hwan, Rethinasabapathy Muruganantham, Jang Sung-Chan, Choe Sang-Rak, Roh Changhyun, Han Young-Kyu, Huh Yun Suk",220-227,Article,SEPARATION AND PURIFICATION TECHNOLOGY,
250,Customized microfluidic reactor based on droplet formation for the synthesis of monodispersed silver nanoparticles,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=12&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Yu T, Huh YS","ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Kwak Cheol Hwan, Kang Sung-Min, Jung Euiyoung, Haldorai Yuvaraj, Han Young-Kyu, Kim Woo-Sik, Yu Taekyung, Huh Yun Suk",405-410,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
251,Developments of Cyanobacteria for Nano-Marine Drugs: Relevance of Nanoformulations in Cancer Therapies,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=15&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Song X, Huh YS, Han YK","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Bajpai Vivek K., Shukla Shruti, Kang Sung-Min, Hwang Seung Kyu, Song Xinjie, Huh Yun Suk, Han Young-Kyu",179,Review,MARINE DRUGS,
252,Versatile Poly(Diallyl Dimethyl Ammonium Chloride)-Layered Nanocomposites for Removal of Cesium in Water Purification,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=18&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Renshaw JC, Roh C, Huh YS","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Jang Sung-Chan, Kang Sung-Min, Kim Gi Yong, Rethinasabapathy Muruganantham, Haldorai Yuvaraj, Lee Ilsong, Han Young-Kyu, Renshaw Joanna C., Roh Changhyun, Huh Yun Suk",998,Article,MATERIALS,
253,Porous 3D Prussian blue/cellulose aerogel as a decorporation agent for removal of ingested cesium from the gastrointestinal tract,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=21&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Roh C, Cho WS, Huh YS","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lee Ilsong, Kim Sung-Hyun, Rethinasabapath Muruganantham, Haldorai Yuvaraj, Lee Go-Woon, Choe Sang Rak, Jang Sung-Chan, Kang Sung-Min, Han Young-Kyu, Roh Changhyun",4540,Article,SCIENTIFIC REPORTS,
254,Multi-stress radioactive-tolerant Exiguobacterium acetylicum CR1 and its applicability to environmental cesium uptake bioremediation,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=24&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Han YK, Roh C, Huh YS","ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Oh Seo Yeong, Heo Nam Su, Shukla Shruti, Kang Sung-Min, Lee Ilsong, Lee Hoomin, Bajpai Vivek K., Jang Sung-Chan, Han Young-Kyu, Roh Changhyun",281-290,Article,JOURNAL OF CLEANER PRODUCTION,
255,0,0,0,0,0,0,0,0,
256,Threshold Rigidity Values for the Asbestos-like Pathogenicity of High-Aspect-Ratio Carbon Nanotubes in a Mouse Pleural Inflammation Model,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=27&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Cho WS, Huh YS","AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Lee Dong-Keun, Jeon Soyeon, Han Youngju, Kim Sung-Hyun, Lee Seonghan, Yu Il Je, Song Kyung Seuk, Kang Aeyeon, Yun Wan Soo, Kang Sung-Min",10867-10879,Article,ACS NANO,
257,Quaternary PtRuFeCo nanoparticles supported N-doped graphene as an efficient bifunctional electrocatalyst for low-temperature fuel cells,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=30&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Huh YS,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA","Rethinasabapathy Muruganantham, Kang Sung-Min, Haldorai Yuvaraj, Jonna Narendranath, Jankiraman Manokaran, Lee Go-Woon, Jang Sung-Chan, Natesan Balasubramanian, Roh Changhyun, Huh Yun Suk",285-294,Article,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,
258,Highly stable Prussian blue nanoparticles containing graphene oxide-chitosan matrix for selective radioactive cesium removal,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=33&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Huh YS,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Rethinasabapathy Muruganantham, Kang Sung-Min, Lee Ilsong, Lee Go-Woon, Lee Sunmook, Roh Changhyun, Huh Yun Suk",194-197,Article,MATERIALS LETTERS,
259,"Recent advances in molybdenum disulfide-based electrode materials for electroanalytical applications (vol 186, 203, 2018)",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=36&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Huh YS, Krishnan UM, Han YK","SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, A-1201 WIEN, AUSTRIA","Vilian A. T. Ezhil, Dinesh Bose, Kang Sung-Min, Krishnan Uma Maheswari, Huh Yun Suk, Han Young-Kyu",266,Correction,MICROCHIMICA ACTA,
260,0,0,0,0,0,0,0,0,
261,0,0,0,0,0,0,0,0,
262,0,0,0,0,0,0,0,0,
263,0,0,0,0,0,0,0,0,
264,0,0,0,0,0,0,0,0,
265,"N,P-Doped Carbon Nanodots for Food-Matrix Decontamination, Anticancer Potential, and Cellular Bio-Imaging Applications",http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=43&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Huang MH, Sonkar SK, Huh YS, Han YK","AMER SCIENTIFIC PUBLISHERS, 26650 THE OLD RD, STE 208, VALENCIA, CA 91381-0751 USA","Bajpai Vivek K., Khan Imran, Shukla Shruti, Kumar Pradeep, Chen Lei, Anand Satyesh Raj, Tripathi Kumud Malika, Bhati Anshu, Kang Sung-Min, Lee Hoomin",283-303,Article,JOURNAL OF BIOMEDICAL NANOTECHNOLOGY,
266,Quasi-Stem Cells Derived from Human Somatic Cells by Chemically Modified Carbon Nanotubes,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=45&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,"Choi S, Lee JH","AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Lee Jae-Hyeok, Kwon Hyuck-Kwon, Shin Hyeon-Jun, Nam Gwang-Hyeon, Kim Jae-Ho, Choi Sangdun",8417-8425,Article,ACS APPLIED MATERIALS & INTERFACES,
267,High phase-purity 1T'-MoS2- and 1T'-MoSe2- layered crystals,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=48&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Zhang H,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Yu Yifu, Nam Gwang-Hyeon, He Qiyuan, Wu Xue-Jun, Zhang Kang, Yang Zhenzhong, Chen Junze, Ma Qinglang, Zhao Meiting, Liu Zhengqing",638-643,Article,NATURE CHEMISTRY,
268,0,0,0,0,0,0,0,0,
269,In-Plane Anisotropic Properties of 1T '-MoS2 Layers,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=52&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Zhang H,"WILEY-V C H VERLAG GMBH, POSTFACH 101161, 69451 WEINHEIM, GERMANY","Nam Gwang-Hyeon, He Qiyuan, Wang Xingzhi, Yu Yifu, Chen Junze, Zhang Kang, Yang Zhenzhong, Hu Dianyi, Lai Zhuangchai, Li Bing",1807764,Article,ADVANCED MATERIALS,
270,Quest for p-Type Two-Dimensional Semiconductors,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=55&SID=C6vT16EgpKseOiDhsje&page=1&doc=1,Zhang H,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","He Qiyuan, Liu Yuan, Zhai Wei, Nam Gwang-hyeon, Zhang Hua",12294-12300,Article,ACS NANO,
