,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title,0
2578,2578,218027,6,Location and pattern of non-invasive keratographic tear film break-up according to dry eye disease subtypes,Jung J.W.,Blackwell Publishing Ltd,"Kim Jieun, Kim Jung-yong, Seo Kyoungyul, Kim Taeim, Chin Hee-seung, Jung Jiwon",e1089-e1097,Article,Acta Ophthalmologica,1 December 2019,"Kim Jieun[Inha University], Kim Jung-yong[Inha University], Seo Kyoungyul[Yonsei University College of Medicine], Kim Taeim[Yonsei University College of Medicine], Chin Hee-seung[Inha University Hospital], Jung Jiwon[Inha University]",valid,0
2579,2579,218027,7,Clinical Efficacy of Pinhole Soft Contact Lenses for the Correction of Presbyopia,Kim T.-I.,Taylor and Francis Ltd,"Park Si-yoon, Choi Young-joon, Jung Jiwon, Choi Moonjung, Kim Eung-kweon, Seo Kyoungyul, Kim Taeim",106-114,Article,Seminars in Ophthalmology,17 February 2019,"Park Si-yoon[Yonsei University College of Medicine], Choi Young-joon[Yonsei University College of Medicine], Jung Jiwon[Inha University], Choi Moonjung[Konyang University], Kim Eung-kweon[Yonsei University College of Medicine], Seo Kyoungyul[Yonsei University College of Medicine], Kim Taeim[Yonsei University College of Medicine]",valid,0
2580,2580,218028,2,0,0,0,0,0,0,0,0,0,unknown--,0
2581,2581,218085,47,Opto-Electric Analog SRAM Device Based on Commercial LEDs and Photodetectors,Lee B.,The Korean Physical Society,"Lee Minjong, Choi Minku, Kim Tae-wook, Lee Bowon, Lee Youngtack",1166-1170,Article,Journal of the Korean Physical Society,1 June 2019,"Lee Minjong[Inha University], Choi Minku[Inha University], Kim Tae-wook[Inha University], Lee Bowon[Inha University], Lee Youngtack[Inha University]",valid,0
2582,2582,218086,5,Sulfonium-based organic structure-directing agents for microporous aluminophosphate synthesis,Ryoo R.,Elsevier B.V.,"Lee Sungjune, Jo Changbum, Park Hongjun, Kim Jaeheon, Ryoo Ryong",75-81,Article,Microporous and Mesoporous Materials,15 May 2019,"Lee Sungjune[Korea Advanced Institute of Science & Technology], Jo Changbum[Inha University], Park Hongjun[Institute for Basic Science], Kim Jaeheon[Institute for Basic Science], Ryoo Ryong[Korea Advanced Institute of Science & Technology]",valid,0
2583,2583,218086,6,Catalytic dehydration of ethanol over WOx nanoparticles supported on MFI (Mobile five) zeolite nanosheets,Jo C.,MDPI AG,"Kim Haneul, Numan Muhammad, Jo Changbum",670,Article,CatalystsOpen Access,August 2019,"Kim Haneul[Inha University], Numan Muhammad[Inha University], Jo Changbum[Inha University]",valid,0
2584,2584,218086,25,Oxygen activation on the interface between Pt nanoparticles and mesoporous defective TiO2 during CO oxidation,Ryoo R.,American Institute of Physics Inc.,"Oh Sunyoung, Ha Hyunwoo, Choi Hanseul, Jo Changbum, Cho Jangkeun, Choi Hyuk, Ryoo Ryong, Kim Hyun You, Park Jeongyoung",234716,Article,Journal of Chemical Physics,21 December 2019,"Oh Sunyoung[Institute for Basic Science], Ha Hyunwoo[Chungnam National University], Choi Hanseul[Institute for Basic Science], Jo Changbum[Inha University], Cho Jangkeun[Institute for Basic Science], Choi Hyuk[Chungnam National University], Ryoo Ryong[Korea Advanced Institute of Science & Technology], Kim Hyun You[Chungnam National University], Park Jeongyoung[Korea Advanced Institute of Science & Technology]",valid,0
2585,2585,218087,16,Work pressure and burnout effects on emergency room operations: a system dynamics simulation approach,Noh Y.,Springer Verlag,"Choi Donghyun, Noh Yonghwi, Rha Jin-sung",2018,Article in Press,Service Business,2018,"Choi Donghyun[Korea Aerospace University], Noh Yonghwi[Myongji University], Rha Jin-sung[Inha University]",valid,0
2586,2586,218089,2,0,0,0,0,0,0,0,0,0,unknown--,0
2587,2587,218089,11,0,0,0,0,0,0,0,0,0,unknown--,0
2588,2588,218090,11,0,0,0,0,0,0,0,0,0,unknown--,0
2589,2589,218091,6,0,0,0,0,0,0,0,0,0,unknown--,0
2590,2590,218091,7,0,0,0,0,0,0,0,0,0,unknown--,0
2591,2591,218091,8,0,0,0,0,0,0,0,0,0,unknown--,0
2592,2592,219007,1,0,0,0,0,0,0,0,0,0,unknown--,0
2593,2593,219007,49,0,0,0,0,0,0,0,0,0,unknown--,0
2594,2594,219007,51,Effects of blades inside a nozzle on the fiber orientation and distribution in fiber-reinforced cement-based materials,Kang J.-W.,Elsevier Ltd,"Lee Jonghan, Hu Jongwan, Kang Joowon",110885,Article,Composite Structures,1 August 2019,"Lee Jonghan[Inha University], Hu Jongwan[Incheon National University], Kang Joowon[Yeungnam University]",valid,0
2595,2595,219007,52,Displacement-recovery-capacity of superelastic SMA fibers reinforced cementitious materials,Choi E.,Techno Press,"Choi Eunsoo, Mohammadzadeh Behzad, Hwang Jinha, Lee Jonghan",157-171,Article,Smart Structures and Systems,2019,"Choi Eunsoo[Hongik University], Mohammadzadeh Behzad[Seoul National University], Hwang Jinha[Hongik University], Lee Jonghan[Inha University]",valid,0
2596,2596,219007,54,0,0,0,0,0,0,0,0,0,unknown--,0
2597,2597,219007,55,Experimental study of the prestressing effect in cement-based composites using SMA fibers,Lee J.-H.,Korea Concrete Institute,Lee Jonghan,293-298,Article,Journal of the Korea Concrete Institute,2019,Lee Jonghan[Inha University],valid,0
2598,2598,219007,56,0,0,0,0,0,0,0,0,0,unknown--,0
2599,2599,219009,8,Minimax posterior convergence rates and model selection consistency in high-dimensional dag models based on sparse cholesky factors,Copyright 2020 Elsevier B.V. All rights reserved.,Institute of Mathematical Statistics,"Lee Kyoungjae, Lee Jaeyong, Lin Lizhen",3413-3437,Article,Annals of Statistics,2019,"Lee Kyoungjae[Inha University], Lee Jaeyong[Seoul National University], Lin Lizhen[University of Notre Dame]",valid,0
2600,2600,219010,28,Dietary inflammatory index is positively associated with serum high-sensitivity C-reactive protein in a Korean adult population,Lee K.W.,Elsevier Inc.,"Shin Dayeon, Lee Kyung Won, Brann Lynn S., Shivappa Nitin, Hébert James R.",155-161,Article,Nutrition,July - August 2019,"Shin Dayeon[Syracuse University], Lee Kyung Won[Kwangju University], Brann Lynn S.[Syracuse University], Shivappa Nitin[Connecting Health Innovations LLC], Hébert James R.[Connecting Health Innovations LLC]",valid,0
2601,2601,219010,29,0,0,0,0,0,0,0,0,0,unknown--,0
2602,2602,219010,30,0,0,0,0,0,0,0,0,0,unknown--,0
2603,2603,219010,31,Association of night eating with depression and depressive symptoms in Korean women,Shin D.,MDPI AG,"Lee Kyung Won, Shin Dayeon",4831,Article,International Journal of Environmental Research and Public HealthOpen Access,1 December 2019,"Lee Kyung Won[Kwangju University], Shin Dayeon[Syracuse University]",valid,0
2604,2604,219010,32,0,0,0,0,0,0,0,0,0,unknown--,0
2605,2605,219011,12,A bi-objective network design for value recovery of neodymium-iron-boron magnets: A case study of the United States,Song B.D.,Elsevier Ltd,"Jin Hongyue, Song Byung-duk, Yih Yuehwern, Sutherland John",257-269,Article,Journal of Cleaner Production,20 February 2019,"Jin Hongyue[Purdue University], Song Byung-duk[Kyung Hee University], Yih Yuehwern[School of Industrial Engineering], Sutherland John[Purdue University]",valid,0
2606,2606,219012,12,"Ideology, nationalism, and education: the case of education reforms in the two Koreas",Jung D.-J.,Springer Netherlands,"Kim Sun, Jung Dong-joon",295-304,Article,Asia Pacific Education Review,1 June 2019,"Kim Sun[Korean Educational Development Institute], Jung Dong-joon[Inha University]",valid,0
2607,2607,219012,13,0,0,0,0,0,0,0,0,0,unknown--,0
2608,2608,219012,14,0,0,0,0,0,0,0,0,0,unknown--,0
2609,2609,219014,2,0,0,0,0,0,0,0,0,0,unknown--,0
2610,2610,219015,7,‘How do you feel about a disease?’ The effect of psychological distance towards a disease on health communication,Kim D.H.,Taylor and Francis Ltd.,Kim Dong-hoo,139-153,Article,International Journal of Advertising,2 January 2019,Kim Dong-hoo[Inha University],valid,0
2611,2611,219015,8,0,0,0,0,0,0,0,0,0,unknown--,0
2612,2612,219015,9,Effects of gay-themed advertising among young heterosexual adults from U.S. and South Korea,Um N.,MDPI AG,"Um Namhyun, Kim Dong-hoo",17,Article,Social SciencesOpen Access,10 January 2019,"Um Namhyun[Hongik University], Kim Dong-hoo[Inha University]",valid,0
2613,2613,219015,10,Actual Dove versus ideal L’Oréal: Impact of self-related brand image on advertising persuasiveness,Sung Y.H.,Routledge,"Kim Dong-hoo, Sung Yoonhi, Um Namhyun",535-552,Article,Journal of Marketing Communications,4 July 2019,"Kim Dong-hoo[Inha University], Sung Yoonhi[University of Oklahoma], Um Namhyun[Hongik University]",valid,0
2614,2614,219015,11,Can Pokémon GO catch brands? The fit effect of game characters and brands on efficacy of brand communications,Kim D.H.,Routledge,"Kim Dong-hoo, Kim Seoyeon, Song Doori",645-660,Article,Journal of Marketing Communications,18 August 2019,"Kim Dong-hoo[Inha University], Kim Seoyeon[The University of North Carolina at Chapel Hill], Song Doori[Youngstown State University]",valid,0
2615,2615,219016,13,Direct and indirect costs of chronic obstructive pulmonary disease in Korea,Yoo K.H.,Korean National Tuberculosis Association,"Kim Changhwan, Kim Younhee, Yang Dongwook, Rhee Chinkook, Kim Sung-kyoung, Hwang Yong-il, Park Yong-bum, Lee Youngmok, Jin Seonglim, Park Jinkyeong, Hahm Cho Rom, Park Changhan, Park Soyeon, Jung Cheolkweon, Kim Yu-il, Lee Sang-haak, Yoon Hyoung-kyu, Lee Jin-hwa, Lim Seong-yong, Yoo Kwangha",27-34,Article,Tuberculosis and Respiratory DiseasesOpen Access,January 2019,"Kim Changhwan[Jeju National University Hospital], Kim Younhee[Seoul National University], Yang Dongwook[Seoul National University], Rhee Chinkook[The Catholic University of Korea], Kim Sung-kyoung[The Catholic University of Korea], Hwang Yong-il[Hallym University], Park Yong-bum[Hallym University], Lee Youngmok[GF Allergy Clinic], Jin Seonglim[Beautiful Breath Clinic], Park Jinkyeong[SungKyunKwan University], Hahm Cho Rom[Sungae Hospital], Park Changhan[Sungae Hospital], Park Soyeon[AandA Clinic], Jung Cheolkweon[Sanbon Yonsei Clinic], Kim Yu-il[Chonnam National University], Lee Sang-haak[The Catholic University of Korea], Yoon Hyoung-kyu[The Catholic University of Korea], Lee Jin-hwa[Ewha Womans University], Lim Seong-yong[SungKyunKwan University], Yoo Kwangha[Konkuk University]",valid,0
2616,2616,219016,18,0,0,0,0,0,0,0,0,0,unknown--,0
