,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,
479,Temperature-dependent green biosynthesis and characterization of silver nanoparticles using balloon flower plants and their antibacterial potential,0,"Gopinath SCB, Anbu P","ELSEVIER, RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Anbu Periasamy, Gopinath Subash C. B., Yun Hyun Shik, Lee Choul-Gyun",302-309,Article,JOURNAL OF MOLECULAR STRUCTURE,FEB 5 2019,,1
480,Photovoltaic and antimicrobial potentials of electrodeposited copper nanoparticle,0,"Gopinath SCB, Anbu P","ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Wang Ling, Gopinath Subash C. B., Anbu Periasamy, Rajapaksha R. D. A. A., Velusamy Palaniyandi, Pandian Kannaiyan, Arshad M. K. Md, Lakshmipriya Thangavel, Lee Choul-Gyun",97-104,Article,BIOCHEMICAL ENGINEERING JOURNAL,FEB 15 2019,,1
481,Tidal Current Energy Resource Distribution in Korea,0,Jo CH,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Hwang Su-jin, Jo Chul H.",4380,Article,ENERGIES,NOV 2 2019,,1
482,0,0,0,0,0,0,0,0,0,,0
483,Design of a third-order delta-sigma TDC with error-feedback structure,0,Kang JK,"IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG, KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, 105-0011, JAPAN","An Seong-Mun, Son Kyung-Sub, An Taek-Joon, Kang Jin-Ku",20181064,Article,IEICE ELECTRONICS EXPRESS,FEB 10 2019,,1
484,A 2.41-pJ/bit 5.4-Gb/s Dual-Loop Reference-Less CDR With Fully Digital Quarter-Rate Linear Phase Detector for Embedded DisplayPort,0,Kang JK,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Moon Yong-Hwan, Yoo Jae-Wook, Ryu Young-Soo, Kim Sang-Ho, Son Kyung-Sub, Kang Jin-Ku",2907-2920,Article,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,Aug-19,,1
485,A 0.42-3.45 Gb/s Referenceless Clock and Data Recovery Circuit With Counter-Based Unrestricted Frequency Acquisition,0,Kang JK,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","Son Kyung-Sub, An Taek-Joon, Moon Yong-Hwan, Kang Jin-Ku",974-978,Article,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,Jun-20,,1
486,Eye-open monitor using two-dimensional counter value profile,0,Kang JK,"IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG, KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, 105-0011, JAPAN","Son Kyung-Sub, Moon Yong-Hwan, Baek Sanghun, Kim Namyong, An Taek-Joon, Kang Jin-Ku",20190601,Article,IEICE ELECTRONICS EXPRESS,NOV 10 2019,,1
487,Butadiene substance flow analysis and management in South Korea,0,Hwang YW,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Lee Seung-Jin, Kim Jang Woo, Hwang Yong Woo, Kim Junbeum, Kim Youngwoon, Chen Sha",331-339,Article,JOURNAL OF CLEANER PRODUCTION,MAY 20 2019,,1
488,0,0,0,0,0,0,0,0,0,,0
489,0,0,0,0,0,0,0,0,0,,0
490,0,0,0,0,0,0,0,0,0,,0
491,0,0,0,0,0,0,0,0,0,,0
492,0,0,0,0,0,0,0,0,0,,0
493,0,0,0,0,0,0,0,0,0,,0
494,0,0,0,0,0,0,0,0,0,,0
495,0,0,0,0,0,0,0,0,0,,0
496,0,0,0,0,0,0,0,0,0,,0
497,0,0,0,0,0,0,0,0,0,,0
498,Dependence of Conductance on the Magnetic-layer Thickness in Magnetic Tunnel Junctions,0,Lee BC,"KOREAN PHYSICAL SOC, 635-4, YUKSAM-DONG, KANGNAM-KU, SEOUL 135-703, SOUTH KOREA",Lee Byung Chan,972-978,Article,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,May-19,,1
499,Switching-current shift in spin Hall effect with perpendicular magnetic field,0,Joo S,"AMER PHYSICAL SOC, ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","Kim Dongseuk, Kim Bumjin, Kim Jimin, Yun Chang-Jin, Hwang Chanyong, Lee B. C., Joo Sungjung, Rhie K.",14433,Article,PHYSICAL REVIEW B,JUL 25 2019,,1
500,Survival prediction of tuberous sclerosis complex gene variant in patients with advanced non-small-cell lung cancer treated with platinum doublet,0,Ryu JS,"PORTLAND PRESS LTD, CHARLES DARWIN HOUSE, 12 ROGER STREET, LONDON WC1N 2JU, ENGLAND","Ryu Jeong-Seon, Lim Jun Hyeok, Kim Hyun-Jung, Kim Min Jeong, Park Mi Hwa, Kim Jung Soo",BSR20181426,Article,BIOSCIENCE REPORTS,MAR 29 2019,,1
501,"Case of both rivaroxaban- and dabigatran-induced leukocytoclastic vasculitis, during management of pulmonary thromboembolism",0,Lee HL,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Hong Lyeol, Kim Lucia, Kim Cheol Woo, Kim Jung Soo, Nam Hae Sung, Ryu Jeong Seon",219-222,Article,RESPIRATORY MEDICINE CASE REPORTS,2019,,1
502,Feasibility of bronchial washing fluid-based approach to early-stage lung cancer diagnosis,0,,"AMER ASSOC CANCER RESEARCH, 615 CHESTNUT ST, 17TH FLOOR, PHILADELPHIA, PA 19106-4404 USA","Ryu Jeong Seon, Lee Myoung Kyu, Lee Seung Jae",74-75,Meeting Abstract,CLINICAL CANCER RESEARCH,Jun-20,,1
503,0,0,0,0,0,0,0,0,0,,0
504,Bariatric/Metabolic Surgery in the Asia-Pacific Region: APMBSS 2018 Survey,0,Ohta M,"SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Ohta Masayuki, Seki Yosuke, Wong Simon Ki-Hung, Wang Cunchuan, Huang Chih-Kun, Aly Ahmad, Baijal Manish, Al-Sabah Salman, Udomsawaengsup Suthep, Heo Yoon Seok",534-541,Article,OBESITY SURGERY,Feb-19,,1
505,LONG-TERM EFFECT OF BARIATRIC SURGERY VERSUS CONVENTIONAL THERAPY IN OBESE KOREAN PATIENTS: A MULTICENTER RETROSPECTIVE COHORT STUDY Long term results (> 10 years),0,,"SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Park J. Y., Heo Y., Kim Y. J., Park J. M., Kim S. M., Park D. J., Lee S. K., Han S. M., Shim K. W., Lee Y. J.",741-741,Meeting Abstract,OBESITY SURGERY,Aug-19,,1
506,Association of Circulating Irisin Concentrations with Weight Loss after Roux-en-Y Gastric Bypass Surgery,0,"Shin DW, Kang JH","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Yeon Ji, Heo Yoonseok, Choi Ji-Ho, Park Sunghyouk, Kim Kyoung Kon, Shin Dong Wun, Kang Ju-Hee",660,Article,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,FEB 2 2019,,1
507,Urine Bacteria-Derived Extracellular Vesicles and Allergic Airway Diseases in Children,0,Kim JH,"KARGER, ALLSCHWILERSTRASSE 10, CH-4009 BASEL, SWITZERLAND","Samra Mona, Nam Soo Kyung, Lim Dae Hyun, Kim Dong Hyun, Yang Jinho, Kim Yoon-Keun, Kim Jeong Hee",150-158,Article,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,2019,,1
508,Cohort profile: Beyond birth cohort study - The Korean CHildren's ENvironmental health Study (Ko-CHENS),0,"Kim Y, Ha E","ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Jeong Kyoung Sook, Kim Suejin, Kim Woo Jin, Kim Hwan-Cheol, Bae Jisuk, Hong Yun-Chul, Ha Mina, Ahn Kangmo, Lee Ji-Young, Kim Yangho",358-366,Article,ENVIRONMENTAL RESEARCH,May-19,,1
509,0,0,0,0,0,0,0,0,0,,0
510,Infantile Anaphylaxis in Korea: a Multicenter Retrospective Case Study,0,"Pyun BY, Lee S","KOREAN ACAD MEDICAL SCIENCES, 302 75 DONG DU ICHON, DONG YONGSAN KU, SEOUL 140 031, SOUTH KOREA","Jeon You Hoon, Lee Sooyoung, Ahn Kangmo, Lee So-Yeon, Kim Kyung Won, Kim Hyun Hee, Kim Jeong Hee, Yum Hye Yung, Kim Woo Kyung, Park Yong Mean",e106,Article,JOURNAL OF KOREAN MEDICAL SCIENCE,APR 8 2019,,1
511,Clinical and Laboratory Predictors of Egg Allergy Resolution in Children,0,Kim JH,"KOREAN ACAD ASTHMA ALLERGY & CLINICAL IMMUNOLOGY, RM 1705, KUMHO BLDG 327-2, CHANGSINDONG, JONGNO-GU, SEOUL 110-540, SOUTH KOREA",Kim Jeong Hee,446-449,Editorial Material,ALLERGY ASTHMA & IMMUNOLOGY RESEARCH,Jul-19,,1
512,Clinical Manifestations and Risk Factors of Anaphylaxis in Pollen-Food Allergy Syndrome,0,"Choi JH, Yoo Y","YONSEI UNIV COLL MEDICINE, 50-1 YONSEI-RO, SEODAEMUN-GU, SEOUL 120-752, SOUTH KOREA","Kim Minji, Ahn Youngmin, Yoo Young, Kim Dong-Kyu, Yang Hyeon-Jong, Park Hae-Sim, Lee Hyun Jong, Kim Mi-Ae, Jeong Yi Yeong, Kim Bong-Seong",960-968,Article,YONSEI MEDICAL JOURNAL,Oct-19,,1
513,0,0,0,0,0,0,0,0,0,,0
514,Indoor Exposure and Sensitization to Formaldehyde among Inner-City Children with Increased Risk for Asthma and Rhinitis,0,Han MY,"AMER THORACIC SOC, 25 BROADWAY, 18 FL, NEW YORK, NY 10004 USA","Yon Dong Keon, Hwang Sohyun, Lee Seung Won, Jee Hye Mi, Sheen Youn Ho, Kim Jeong Hee, Lim Dae Hyun, Han Man Yong",388-393,Letter,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AUG 1 2019,,1
515,Blood pressure variability and hemorrhagic transformation in patients with successful recanalization after endovascular recanalization therapy: A retrospective observational study,0,Ko SB,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kim Tae Jung, Park Hee-Kwon, Kim Jeong-Min, Lee Ji Sung, Park Soo-Hyun, Jeong Hae-Bong, Park Kwang-Yeol, Rha Joung-Ho, Yoon Byung-Woo, Ko Sang-Bae",574-581,Article,ANNALS OF NEUROLOGY,Apr-19,,1
516,2019 Update of the Korean Clinical Practice Guidelines of Stroke for Endovascular Recanalization Therapy in Patients with Acute Ischemic Stroke,0,Hong KS,"KOREAN STROKE SOC, C/O CHIN-SANG CHUNG, DEPT NEUROL, SAMSUNG MED CTR, SUNGKYUNKWAN UNIV, SCH MED, IRWON-RO, GANGNAM-GU, SEOUL, 135-710, SOUTH KOREA","Ko Sang-Bae, Park Hong-Kyun, Kim Byung Moon, Heo Ji Hoe, Rha Joung-Ho, Kwon Sun U., Kim Jong S., Lee Byung-Chul, Suh Sang Hyun, Jung Cheolkyu",231-+,Article,JOURNAL OF STROKE,May-19,,1
517,The Influence of Depression and School Life on the Quality of Life of Korean Child and Adolescent Patients with Attention-Deficit/Hyperactivity Disorder: A Comparison of the Perspectives of the Patients and Their Caregivers,0,Lee JS,"KOREAN ACAD CHILD & ADOLESCENT PSYCHIATRY, 1520 LG ECLAT, 1599-2 SEOCHO-DONG, SEOCHO-GU, SEOUL, 130-070, SOUTH KOREA","Park Byeong-Eon, Lee Jeong-Seop, Kim Hee-Yun, Bae Jae-Nam, Kim Won-Hyoung, Kim Hye-Young, Rim Mi-Roo, Kang Sang-Gu, Choi Seo-Hyun",02월 08일,Article,JOURNAL OF THE KOREAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Jan-19,,1
518,ALK-positive anaplastic large cell lymphoma with a monomorphic small-cell pattern masquerading as inflammatory gastric lesions,0,Choi SJ,"MALAYSIAN JOURNAL PATHOLOGY, UNIV MALAYSIA, FAC MEDICINE, DEPT PATHOLOGY, KUALA LUMPUR, 59100, MALAYSIA","Lee Joo Sung, Choi Suk Jin, Kim Lucia, Park In Suh, Han Jee Young, Kim Joon Mee, Chu Young Chae",213-222,Article,MALAYSIAN JOURNAL OF PATHOLOGY,Aug-19,,1
519,0,0,0,0,0,0,0,0,0,,0
520,0,0,0,0,0,0,0,0,0,,0
521,Factors influencing the incidence and treatment of intracranial aneurysm and subarachnoid hemorrhage: time trends and socioeconomic disparities under an universal healthcare system,0,Park H,"BMJ PUBLISHING GROUP, BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Lee Won Kyung, Oh Chang Wan, Lee Heeyoung, Lee Kun Sei, Park Hyeonseon",159-+,Article,JOURNAL OF NEUROINTERVENTIONAL SURGERY,Feb-19,,1
522,Outcomes of Stenting versus Endarterectomy for Symptomatic Extracranial Carotid Stenosis: A Retrospective Multicenter Study in Korea,0,"Jeon P, Cho YP","ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Lee Jayoun, You Ji Hye, Oh Sung-Hee, Shin Sangjin, Kim Byung Moon, Kim Tae-Sun, Cho Yong-Pil, Jeon Pyoung, Park Hyeonseon",185-+,Article; Proceedings Paper,ANNALS OF VASCULAR SURGERY,Jan-19,,1
523,"Anti-Inflammatory and Neuroprotective Effects of DIPOPA (N,N-Diisopropyl-2-Oxopropanamide), an Ethyl Pyruvate Bioisoster, in the Postischemic Brain",0,"Yoon SH, Lee JK","SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Lee Hye-Kyung, Park Ju-Young, Lee Hahnbie, Kim Il-Doo, Kim Seung-Woo, Yoon Sung-Hwa, Lee Ja-Kyeong",523-537,Article,NEUROTHERAPEUTICS,Apr-19,,1
524,0,0,0,0,0,0,0,0,0,,0
525,EFFECT OF DEFLECTOR PLATE FOR PARTICLE SIZE SEGREGATION CONTROL,0,Han JW,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, INST METALL & MATER SCI PAS, PL, 00-901 WARSZAWA, POLAND","Kim Kang-Min, Kim Ju-Hun, Kwon Jae-Hong, Lee Ji-A, Han Jeong-Whan",495-500,Article,ARCHIVES OF METALLURGY AND MATERIALS,2019,,1
526,Urine Bacteria-Derived Extracellular Vesicles and Allergic Airway Diseases in Children,0,Kim JH,"KARGER, ALLSCHWILERSTRASSE 10, CH-4009 BASEL, SWITZERLAND","Samra Mona, Nam Soo Kyung, Lim Dae Hyun, Kim Dong Hyun, Yang Jinho, Kim Yoon-Keun, Kim Jeong Hee",150-158,Article,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,2019,,1
527,Cohort profile: Beyond birth cohort study - The Korean CHildren's ENvironmental health Study (Ko-CHENS),0,"Kim Y, Ha E","ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA","Jeong Kyoung Sook, Kim Suejin, Kim Woo Jin, Kim Hwan-Cheol, Bae Jisuk, Hong Yun-Chul, Ha Mina, Ahn Kangmo, Lee Ji-Young, Kim Yangho",358-366,Article,ENVIRONMENTAL RESEARCH,May-19,,1
528,Clinical Manifestations and Risk Factors of Anaphylaxis in Pollen-Food Allergy Syndrome,0,"Choi JH, Yoo Y","YONSEI UNIV COLL MEDICINE, 50-1 YONSEI-RO, SEODAEMUN-GU, SEOUL 120-752, SOUTH KOREA","Kim Minji, Ahn Youngmin, Yoo Young, Kim Dong-Kyu, Yang Hyeon-Jong, Park Hae-Sim, Lee Hyun Jong, Kim Mi-Ae, Jeong Yi Yeong, Kim Bong-Seong",960-968,Article,YONSEI MEDICAL JOURNAL,Oct-19,,1
529,The Effects of Short-Term and Very Short-Term Particulate Matter Exposure on Asthma-Related Hospital Visits: National Health Insurance Data,0,"Lim DH, Cho SH","YONSEI UNIV COLL MEDICINE, 50-1 YONSEI-RO, SEODAEMUN-GU, SEOUL 120-752, SOUTH KOREA","Song Dae Jin, Choi Sun Hee, Song Woo-Jung, Park Kyung Hee, Jee Young-Koo, Cho Sang-Heon, Lim Dae Hyun",952-959,Article,YONSEI MEDICAL JOURNAL,Oct-19,,1
530,0,0,0,0,0,0,0,0,0,,0
531,Indoor Exposure and Sensitization to Formaldehyde among Inner-City Children with Increased Risk for Asthma and Rhinitis,0,Han MY,"AMER THORACIC SOC, 25 BROADWAY, 18 FL, NEW YORK, NY 10004 USA","Yon Dong Keon, Hwang Sohyun, Lee Seung Won, Jee Hye Mi, Sheen Youn Ho, Kim Jeong Hee, Lim Dae Hyun, Han Man Yong",388-393,Letter,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AUG 1 2019,,1
532,The Influence of Depression and School Life on the Quality of Life of Korean Child and Adolescent Patients with Attention-Deficit/Hyperactivity Disorder: A Comparison of the Perspectives of the Patients and Their Caregivers,0,Lee JS,"KOREAN ACAD CHILD & ADOLESCENT PSYCHIATRY, 1520 LG ECLAT, 1599-2 SEOCHO-DONG, SEOCHO-GU, SEOUL, 130-070, SOUTH KOREA","Park Byeong-Eon, Lee Jeong-Seop, Kim Hee-Yun, Bae Jae-Nam, Kim Won-Hyoung, Kim Hye-Young, Rim Mi-Roo, Kang Sang-Gu, Choi Seo-Hyun",02월 08일,Article,JOURNAL OF THE KOREAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Jan-19,,1
533,Perception of Stigma and Its Associated Factors Among Patients With Major Depressive Disorder: A Multicenter Survey From an Asian Population,0,Si TM,"FRONTIERS MEDIA SA, AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","Sun Yan, Chen Gang, Wang Li, Li Nan, Srisurapanont Manit, Hong Jin Pyo, Hatim Ahmad, Chen Chia-hui, Udomratn Pichet, Bae Jae Nam",321,Article,FRONTIERS IN PSYCHIATRY,MAY 15 2019,,1
534,0,0,0,0,0,0,0,0,0,,0
535,AMPK Alters Detrusor Contractility During Emptying in Normal Bladder and Hypertrophied Bladder with Partial Bladder Outlet Obstruction via CaMKK,0,"Lee T, Park CS","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Choi Bo-Hwa, Jin Long-Hu, Chung Doo Yong, Cho Tae Jin, Kang Ju-Hee, Lee Tack, Park Chang-Shin",2650,Article,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,JUN 1 2019,,1
536,0,0,0,0,0,0,0,0,0,,0
537,"BST-104, a Water Extract of Lonicera japonica, Has a Gastroprotective Effect via Antioxidant and Anti-Inflammatory Activities (vol 22, pg 140, 2019)",0,,"MARY ANN LIEBERT, INC, 140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, NY 10801 USA",Bang B. W.,433-433,Correction,JOURNAL OF MEDICINAL FOOD,APR 1 2019,,1
538,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,0,Kim HK,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Ko Eun Jung, Bang Byoung Wook, Kwon Kye Sook, Shin Yong Woon, Kim Hyung Kil",524-531,Article,DIGESTIVE DISEASES AND SCIENCES,Feb-19,,1
539,0,0,0,0,0,0,0,0,0,,0
540,0,0,0,0,0,0,0,0,0,,0
541,Development of sound-quality indexes in a car cabin owing to the acoustic characteristics of absorption materials,0,Lee SK,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Lee Sang-Kwon, Lee Gun-Hee, Back Jiseon",125-140,Article,APPLIED ACOUSTICS,JAN 1 2019,,1
542,Effect of laminated angle of carbon fiber on interior noise on an enclosure under center point excitation,0,Lee SK,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Lee Sang-Kwon, Bang Sungil, Back Jiseon",117-132,Article,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,Feb-19,,1
543,Effect of laminated angle of carbon fiber on interior noise on an enclosure under center point excitation,0,Lee SK,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Lee Sang-Kwon, Bang Sungil, Back Jiseon",117-132,Article,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,Feb-19,,1
544,Transfer path analysis of rumbling noise in a passenger car based on in-situ blocked force measurement,0,Lee SK,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Shin Taejin, Kim Yeon Soo, An Kanghyun, Lee Sang Kwon",01월 14일,Article,APPLIED ACOUSTICS,Jun-19,,1
545,0,0,0,0,0,0,0,0,0,,0
546,0,0,0,0,0,0,0,0,0,,0
547,Transfer path analysis of rumbling noise in a passenger car based on in-situ blocked force measurement,0,Lee SK,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Shin Taejin, Kim Yeon Soo, An Kanghyun, Lee Sang Kwon",01월 14일,Article,APPLIED ACOUSTICS,Jun-19,,1
548,0,0,0,0,0,0,0,0,0,,0
549,3D surround local sensing system H/W for intelligent excavation robot (IES),0,Kim YS,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Yeom Dong-Jun, Yoo Hyun-Seok, Kim Young-Suk",439-456,Article,JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,SEP 3 2019,,1
550,Development of construction duration prediction model for project planning phase of mixed-use buildings,0,Kim YS,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Kim Yoo-Jun, Yeom Dong-Jun, Kim Young Suk",586-598,Article,JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,2019,,1
551,Development of all-in-one attachment-based PHC pile head cutting robot,0,Kim YS,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND","Yeom Dong-Jun, Park Yesul, Kim Young-Suk, Kim Jung-Yeol",527-538,Article,JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,2019,,1
552,0,0,0,0,0,0,0,0,0,,0
553,0,0,0,0,0,0,0,0,0,,0
554,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,0,Kim HK,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Ko Eun Jung, Bang Byoung Wook, Kwon Kye Sook, Shin Yong Woon, Kim Hyung Kil",524-531,Article,DIGESTIVE DISEASES AND SCIENCES,Feb-19,,1
555,Novel hemostatic adhesive powder for nonvariceal upper gastrointestinal bleeding,0,Lee DH,"GEORG THIEME VERLAG KG, RUDIGERSTR 14, D-70469 STUTTGART, GERMANY","Park Jin-Seok, Kim Hyung Kil, Shin Yong Woon, Kwon Kye Sook, Lee Don Haeng",E1763-E1767,Article,ENDOSCOPY INTERNATIONAL OPEN,Dec-19,,1
556,0,0,0,0,0,0,0,0,0,,0
557,Factors Affecting the Psychosocial Distress of Patients with Alopecia Areata: A Nationwide Study in Korea,0,Choi GS,"ELSEVIER SCIENCE INC, STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","Yoon Hee Seong, Bae Jung Min, Yeom Seung Dohn, Sim Woo-Young, Lee Won Soo, Kang Hoon, Lee Yang Won, Kim Ki-Ho, Kim Do-Won, Kim Moon-Bum",712-715,Letter,JOURNAL OF INVESTIGATIVE DERMATOLOGY,Mar-19,,1
558,Treatment of Refractory Vitiligo With a Vellus Hair Punch Graft,0,Lee SH,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Lee Si Hyub, Byun Ji Won, Shin Jeonghyun, Choi Gwang Seong",300-303,Letter,DERMATOLOGIC SURGERY,Feb-19,,1
559,Therapeutic Effect of 308-nm Excimer Laser on Alopecia Areata in an Animal Model,0,Choi GS,"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Moon Jong Hyuk, Bang Chan Yl, Kang Min Ji, Yeom Seung Dohn, Yoon Hee Seong, Kim Hyo Jin, Byun Ji Won, Shin Jeonghyun, Choi Gwang Seong",463-466,Letter,ANNALS OF DERMATOLOGY,Aug-19,,1
560,Squamous Cell Carcinoma on the Fingers of Orthopedic Surgeon Induced by Occupational Radiation Exposure,0,Byun JW,"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Yoon Hee Seong, Heo Ji Hye, Lee Si Hyub, Shin Jeonghyun, Choi Gwang Seong, Byun Ji Won",251-253,Editorial Material,ANNALS OF DERMATOLOGY,Apr-19,,1
561,"Clinical, pathologic, and immunologic features of pemphigus herpetiformis: a literature review and proposed diagnostic criteria",0,Keeling JH,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Costa Lorena M. C., Cappel Mark A., Keeling James H.",997-1007,Review,INTERNATIONAL JOURNAL OF DERMATOLOGY,Sep-19,,1
562,Therapeutic Effect of Glucosamine on an Atopic Dermatitis Animal Model,0,Choi GS,"KOREAN DERMATOLOGICAL ASSOC, 305 SEOCHO NASAN, SUITE OFFICE 1330-16, SEOCHO-2-DONG, SEOCHO-GU, SEOUL, 137-858, SOUTH KOREA","Yoon Hee Seong, Byun Ji Won, Shin Jeonghyun, Kim Young Hyo, Choi Gwang Seong",538-544,Article,ANNALS OF DERMATOLOGY,Oct-19,,1
563,Increasing prevalence of alopecia areata in South Korea,0,Choi JW,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Soh Byung Woo, Kim So Min, Kim You Chan, Choi Gwang Seong, Choi Jee Woong",E331-E332,Letter,JOURNAL OF DERMATOLOGY,Sep-19,,1
564,Periocular Lipogranuloma After Cryopreserved Fat Injection Into the Forehead,0,Heo JH,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Heo Ji Hye, Shin Jeonghyun, Choi Gwang Seong, Byun Ji Won",1723-1725,Letter,DERMATOLOGIC SURGERY,Dec-19,,1
565,0,0,0,0,0,0,0,0,0,,0
566,Location and pattern of non-invasive keratographic tear film break-up according to dry eye disease subtypes,0,Jung JW,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kim Jieun, Kim Jung Yong, Seo Kyoung Yul, Kim Tae-im, Chin Hee Seung, Jung Ji Won",E1089-E1097,Article,ACTA OPHTHALMOLOGICA,Dec-19,,1
