,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,
2492,Exhaustive Photocatalytic Lindane Degradation by Combined Simulated Solar Light-Activated Nanocrystalline TiO2 and Inorganic Oxidants,0,"Khan S, Dionysiou DD","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Khan Sanaullah, Han Changseok, Sayed Murtaza, Sohail Mohammad, Jan Safeer, Sultana Sabiha, Khan Hasan M., Dionysiou Dionysios D.",425,Article,CATALYSTS,May-19,,1
2493,Treatment of reverse osmosis concentrate using an algal-based MBR combined with ozone pretreatment,0,Kim HC,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","Woo Hyoungmin, Yang Hee Sung, Timmes Thomas C., Han Changseok, Nam Joo-Youn, Byun Seokjong, Kim Sungpyo, Ryu Hodon, Kim Hyun-Chul",164-175,Article,WATER RESEARCH,AUG 1 2019,,1
2494,"Polypropylene-MWCNT composite degradation, and release, detection and toxicity of MWCNTs during accelerated environmental aging",0,Sahle-Demessie E,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Han Changseok, Sahle-Demessie E., Varughese Eunice, Shi Honglan",1876-1894,Article,ENVIRONMENTAL SCIENCE-NANO,JUN 1 2019,,1
2495,Characterization of colloid-size copper-based pesticide and its potential ecological implications,0,Sorial GA,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Tegenaw Ayenachew, Sorial George A., Sahle-Demessie Endalkachew, Han Changseok",278-287,Article,ENVIRONMENTAL POLLUTION,Oct-19,,1
2496,Green and cytocompatible carboxyl modified gold-lysozyme nanoantibacterial for combating multidrug-resistant superbugs,0,Mohamed AA,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND","Ahmady Islam M., Hameed Mehavesh K., Almehdi Ahmed M., Arooj Mahreen, Workie Bizuneh, Sahle-Demessie Endalkachew, Han Changseok, Mohamed Ahmed A.",5016-5026,Article,BIOMATERIALS SCIENCE,DEC 1 2019,,1
2497,Short-Circuit Analysis Models for Unbalanced Inverter-Based Distributed Generation Sources and Loads,0,Kim I,"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC, 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",Kim Insu,3515-3526,Article,IEEE TRANSACTIONS ON POWER SYSTEMS,Sep-19,,1
2498,Steady-state short-circuit current calculation for internally limited inverter-based distributed generation sources connected as current sources using the sequence method,0,Kim I,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",Kim Insu,e12125,Article,INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS,Dec-19,,1
2499,Bus voltage control and optimization strategies for power flow analyses using Petri net approach,0,Kim I,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Kim Insu, Xu Shuo",353-361,Article,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,Nov-19,,1
2500,"High-color-purity, angle-invariant, and bidirectional structural colors based on higher-order resonances",0,Guo LJ,"OPTICAL SOC AMER, 2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA","Ji Chengang, Lee Kyu-Tae, Guo L. Jay",86-89,Article,OPTICS LETTERS,JAN 1 2019,,1
2501,Side-Polished Fiber-Optic Line Sensor for High-Frequency Broadband Ultrasound Detection,0,Baac HW,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Heo Jeongmin, Lee Kyu-Tae, Kim Ryun Kyung, Baac Hyoung Won",398,Article,SENSORS,JAN 2 2019,,1
2502,Decorative near-infrared transmission filters featuring high-efficiency and angular-insensitivity employing 1D photonic crystals,0,"Shen WD, Guo LJ","TSINGHUA UNIV PRESS, TSINGHUA UNIV, RM A703, XUEYAN BLDG, BEIJING, 100084, PEOPLES R CHINA","Ji Chengang, Yang Chenying, Shen Weidong, Lee Kyu-Tae, Zhang Yueguang, Liu Xu, Guo L. Jay",543-548,Article,NANO RESEARCH,Mar-19,,1
2503,Nanogap Engineering for Enhanced Transmission of Wire Grid Polarizers in Mid-Wavelength Infrared Region,0,Hwangbo CK,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Wonyoung, Kim Minsuk, Kim Tae Young, Choi Hyunjin, Jin Myung-Jong, Lee Kyu-Tae, Lee Minbaek, Hwangbo Chang Kwon",4201,Article,SCIENTIFIC REPORTS,MAR 12 2019,,1
2504,Semipermanent Copper Nanowire Network with an Oxidation-Proof Encapsulation Layer,0,Han S,"WILEY, 111 RIVER ST, HOBOKEN, NJ 07030 USA","Hong Insic, Roh Yeonwook, Koh Je-Sung, Na Seonyeob, Kim Taewi, Lee Eunhan, An Hyeongi, Kwon Jinhyeong, Yeo Junyeob, Hong Sukjoon",1800422,Article,ADVANCED MATERIALS TECHNOLOGIES,Apr-19,,1
2505,Design of Polarization-Independent and Wide-Angle Broadband Absorbers for Highly Efficient Reflective Structural Color Filters,0,"Park DH, Han S, Park HJ","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Kyu-Tae, Kang Daeshik, Park Hui Joon, Park Dong Hyuk, Han Seungyong",1050,Article,MATERIALS,APR 10 2019,,1
2506,Laser-generated focused ultrasound transmitters with frequency-tuned outputs over sub-10-MHz range,0,"Baac HW, Park HJ","AMER INST PHYSICS, 1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","Joo Min Gyu, Lee Kyu-Tae, Sang Pilgyu, Heo Jeongmin, Park Hui Joon, Baac Hyoung Won",154103,Article,APPLIED PHYSICS LETTERS,OCT 7 2019,,1
2507,Flexible High-Color-Purity Structural Color Filters Based on a Higher-Order Optical Resonance Suppression,0,"Baac HW, Park HJ","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lee Kyu-Tae, Han Sung Yong, Li Zijia, Baac Hyoung Won, Park Hui Joon",14917,Article,SCIENTIFIC REPORTS,OCT 17 2019,,1
2508,"Wireless, Skin-Mountable EMG Sensor for Human Machine-Interface Application",0,"Lee KT, Kim J","MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Song Min-Su, Kang Sung-Gu, Lee Kyu-Tae, Kim Jeonghyun",879,Article,MICROMACHINES,Dec-19,,1
2509,0,0,0,0,0,0,0,0,0,,0
2510,0,0,0,0,0,0,0,0,0,,0
2511,0,0,0,0,0,0,0,0,0,,0
2512,How Service Employees' Work Motivations Lead to Job Performance: the Role of Service Employees' Job Creativity and Customer Orientation,0,Hur WM,"SPRINGER, 233 SPRING ST, NEW YORK, NY 10013 USA","Moon Tae Won, Hur Won-Moo, Hyun Sunghyup Sean",517-532,Article,CURRENT PSYCHOLOGY,Apr-19,,1
2513,How leaders' perceived emotional labor leads to followers' job performance A serial mediation model,0,Hur WM,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Moon Tae Won, Hur Won-Moo, Choi Yong Jun",22-44,Article,JOURNAL OF SERVICE THEORY AND PRACTICE,MAY 10 2019,,1
2514,"A Motivational Perspective on Job Insecurity: Relationships Between Job Insecurity, Intrinsic Motivation, and Performance and Behavioral Outcomes",0,Hur WM,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Shin Yuhyung, Hur Won-Moo, Moon Tae Won, Lee Soomi",1812,Article,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,MAY 2 2019,,1
2515,Linking flight attendants' job crafting and OCB from a JD-R perspective: A daily analysis of the mediation of job resources and demands,0,Hur WM,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Shin Yuhyung, Hur Won-Moo",101681,Article,JOURNAL OF AIR TRANSPORT MANAGEMENT,Aug-19,,1
2516,0,0,0,0,0,0,0,0,0,,0
2517,Interteam Cooperation and Competition and Boundary Activities: The Cross-Level Mediation of Team Goal Orientations,0,Hur WM,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Shin Yuhyung, Kim Mihee, Hur Won-Moo",2738,Article,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,AUG 1 2019,,1
2518,0,0,0,0,0,0,0,0,0,,0
2519,0,0,0,0,0,0,0,0,0,,0
2520,0,0,0,0,0,0,0,0,0,,0
2521,0,0,0,0,0,0,0,0,0,,0
2522,0,0,0,0,0,0,0,0,0,,0
2523,0,0,0,0,0,0,0,0,0,,0
2524,0,0,0,0,0,0,0,0,0,,0
2525,0,0,0,0,0,0,0,0,0,,0
2526,0,0,0,0,0,0,0,0,0,,0
2527,0,0,0,0,0,0,0,0,0,,0
2528,0,0,0,0,0,0,0,0,0,,0
2529,0,0,0,0,0,0,0,0,0,,0
2530,0,0,0,0,0,0,0,0,0,,0
2531,Predictors of the co-occurrence of posttraumatic stress disorder and depressive disorder in psychiatric outpatients,0,Choi JY,"W B SAUNDERS CO-ELSEVIER INC, 1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, PA 19103-2899 USA",Choi Ji Young,40-45,Article,COMPREHENSIVE PSYCHIATRY,Feb-19,,1
2532,0,0,0,0,0,0,0,0,0,,0
2533,0,0,0,0,0,0,0,0,0,,0
2534,0,0,0,0,0,0,0,0,0,,0
2535,0,0,0,0,0,0,0,0,0,,0
2536,Determinants and Outcomes of Volunteer Satisfaction in Mega Sports Events,0,Park C,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Kim Daehwan, Park Chanmin, Kim Hany, Kim Jeeyoon",1859,Article,SUSTAINABILITY,APR 1 2019,,1
2537,0,0,0,0,0,0,0,0,0,,0
2538,A Foucauldian Analysis on Discourse in Primary School Physical Education Classes in Singapore,0,Leng HK,"SCIENDO, DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, 01-811 WARSAW, POLAND","Chung Ho Jin, Leng Ho Keat, Park Chanmin",01월 15일,Article,PHYSICAL CULTURE AND SPORT STUDIES AND RESEARCH,Sep-19,,1
2539,A Study on the Influence of Safety Perception on the Visit Intention of Haeundae Beach Tourists: Focused on the Extended Goal-Directed Behavioral Model,0,Lee CW,"COASTAL EDUCATION & RESEARCH FOUNDATION, 5130 NW 54TH STREET, COCONUT CREEK, FL 33073 USA","Lee Min Seok, Lee Ji Youl, Han Url Lo, Park Jae Hyung, Park Chanmin, Lee Chul Won",211-215,Article; Proceedings Paper,JOURNAL OF COASTAL RESEARCH,SUM 2019,,1
2540,Cellular senescence: a promising strategy for cancer therapy,0,Lee JS,"KOREAN SOCIETY BIOCHEMISTRY & MOLECULAR BIOLOGY, KOREA SCIENCE & TECHNOLOGY CENTER, # 801, 635-4 , YEOKSAM-DONG, KANGNAM-KU, SEOUL, 135-703, SOUTH KOREA","Lee Seongju, Lee Jae-Seon",35-41,Review,BMB REPORTS,JAN 31 2019,,1
2541,Extracellular Vesicle as a Source of Alzheimer's Biomarkers: Opportunities and Challenges,0,Kang JH,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Lee Seongju, Mankhong Sakulrat, Kang Ju-Hee",1728,Review,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,APR 8 2019,,1
2542,Psychometric Evaluation of a Korean Version of the Cancer Survivors' Self-efficacy Scale,0,Kim SH,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Kim Soo Hyun, Lee Bo Gyeong, Lee Ji Yeon, Kim Sei Joong, Hur Min Hee, Lee Moon Hee, Han Mi Sook",509-514,Article,CANCER NURSING,NOV-DEC 2019,,1
2543,0,0,0,0,0,0,0,0,0,,0
2544,0,0,0,0,0,0,0,0,0,,0
2545,Early Decline in Left Ventricular Ejection Fraction Can Predict Trastuzumab-Related Cardiotoxicity in Patients with Breast Cancer: A Study Using 13 Years of Registry Data,0,Park YF,"KOREAN CANCER ASSOCIATION, RM 1824, GWANGHWAMUN OFFICIA, 92 SAEMUNAN-RO, JONGNO-GU, SEOUL, 110-999, SOUTH KOREA","Kim Eun Kyoung, Cho Jinhyun, Kim Ji-Yeon, Chang Sung-A, Park Sung-Ji, Choi Jin Oh, Lee Sang Chol, Ahn Jin Seok, Park Seung Woo, Im Young-Hyuck",727-736,Article,CANCER RESEARCH AND TREATMENT,Apr-19,,1
2546,"A Randomized, Open-Label, Phase II Study Comparing Pemetrexed Plus Cisplatin Followed by Maintenance Pemetrexed versus Pemetrexed Alone in Patients with Epidermal Growth Factor Receptor (EGFR)-Mutant Non-small Cell Lung Cancer after Failure of First-Line EGFR Tyrosine Kinase Inhibitor: KCSG-LU12-13",0,Ahn MJ,"KOREAN CANCER ASSOCIATION, RM 1824, GWANGHWAMUN OFFICIA, 92 SAEMUNAN-RO, JONGNO-GU, SEOUL, 110-999, SOUTH KOREA","Yoo Kwai Han, Lee Su Jin, Cho Jinhyun, Lee Ki Hyeong, Park Keon Uk, Kim Ki Hwan, Cho Eun Kyung, Choi Yoon Hee, Kim Hye Ryun, Kim Hoon-Gu",718-726,Article,CANCER RESEARCH AND TREATMENT,Apr-19,,1
2547,Pembrolizumab for Patients With Refractory or Relapsed Thymic Epithelial Tumor: An Open-Label Phase II Trial,0,Ahn MJ,"AMER SOC CLINICAL ONCOLOGY, 2318 MILL ROAD, STE 800, ALEXANDRIA, VA 22314 USA","Cho Jinhyun, Kim Hae Su, Ku Bo Mi, Choi Yoon-La, Cristescu Razvan, Han Joungho, Sun Jong-Mu, Lee Se-Hoon, Ahn Jin Seok, Park Keunchil",2162-+,Article,JOURNAL OF CLINICAL ONCOLOGY,AUG 20 2019,,1
2548,Relative Efficacy of Systemic Treatments for Patients with Advanced Hepatocellular Carcinoma According to Viral Status: A Systematic Review and Network Meta-Analysis,0,Kim J,"SPRINGER, VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Park Jisun, Cho Jinhyun, Lim Joo Han, Lee Moon Hee, Kim Jinchul",395-403,Review,TARGETED ONCOLOGY,Aug-19,,1
2549,Effect of study-level factors on treatment-free remission rate in patients with chronic myeloid leukemia: A systematic review and meta-analysis,0,,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Cho J., Kim J., Park J., Lim J. H., Lee M. H.",0,Meeting Abstract,ANNALS OF ONCOLOGY,Nov-19,,1
2550,Low-Dose Prasugrel vs Clopidogrel-Based Tailored Premedication for Endovascular Treatment of Cerebral Aneurysms COMMENT,0,,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",Mokin Maxim,E59-E59,Editorial Material,NEUROSURGERY,Jul-19,,1
2551,The association between antidepressant use and deaths from road traffic accidents: a case-crossover study,0,Lee J,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Yang Bo Ram, Kwon Kyoung-eun, Kim Ye-Jee, Choi Nam-Kyong, Kim Mi-Sook, Jung Sun-Young, Shin Ju-Young, Ahn Yong Min, Park Byung-Joo, Lee Joongyub",485-495,Article,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,Apr-19,,1
2552,Serum klotho is inversely associated with metabolic syndrome in chronic kidney disease: results from the KNOW-CKD study,0,Oh KH,"BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Kim Hyo Jin, Lee Joongyub, Chae Dong-Wan, Lee Kyu-Beck, Sung Su Ah, Yoo Tae-Hyun, Han Seung Hyeok, Ahn Curie, Oh Kook-Hwan",119,Article,BMC NEPHROLOGY,APR 3 2019,,1
2553,Effects of antenatal corticosteroids in twin neonates with late preterm birth (ACTWIN [Antenatal Corticosteroids in TWIN late preterm neonates] trial): study protocol for a randomized controlled trial,0,"Jun JK, Chung JH","BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Hong Subeen, Lee Seung Mi, Kwak Dong Wook, Lee Joongyub, Kim So Yeon, Oh Jeong Won, Oh Sohee, Park Chan-Wook, Park Joong Shin, Chung Jin Hoon",114,Article,BMC PREGNANCY AND CHILDBIRTH,APR 3 2019,,1
2554,Incremental Peritoneal Dialysis May be Beneficial for Preserving Residual Renal Function Compared to Full-dose Peritoneal Dialysis,0,"Oh KH, Lee J","NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Lee Yeonhee, Chung Sung Won, Park Seokwoo, Ryu Hyunjin, Lee Hajeong, Kim Dong Ki, Joo KwonWook, Ahn Curie, Lee Joongyub, Oh Kook-Hwan",10105,Article,SCIENTIFIC REPORTS,JUL 12 2019,,1
2555,The Influence of Depression and School Life on the Quality of Life of Korean Child and Adolescent Patients with Attention-Deficit/Hyperactivity Disorder: A Comparison of the Perspectives of the Patients and Their Caregivers,0,Lee JS,"KOREAN ACAD CHILD & ADOLESCENT PSYCHIATRY, 1520 LG ECLAT, 1599-2 SEOCHO-DONG, SEOCHO-GU, SEOUL, 130-070, SOUTH KOREA","Park Byeong-Eon, Lee Jeong-Seop, Kim Hee-Yun, Bae Jae-Nam, Kim Won-Hyoung, Kim Hye-Young, Rim Mi-Roo, Kang Sang-Gu, Choi Seo-Hyun",02월 08일,Article,JOURNAL OF THE KOREAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Jan-19,,1
2556,Trajectory of severity of postoperative delirium symptoms and its prospective association with cognitive function in patients with gastric cancer: results from a prospective observational study,0,Hahm BJ,"SPRINGER, ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","Shim Eun-Jung, Noh Hae Lim, Lee Kwang-Min, Hwang Heesung, Son Kyung-Lak, Jung Dooyoung, Kim Won-Hyoung, Kong Seong-Ho, Suh Yun-Suhk, Lee Hyuk-Joon",2999-3006,Article,SUPPORTIVE CARE IN CANCER,Aug-19,,1
2557,Reliability and Validity of the Korean Version of Clinician-Administered Posttraumatic Stress Disorder Scale for DSM-5,0,Park JE,"KOREAN ACAD MEDICAL SCIENCES, 302 75 DONG DU ICHON, DONG YONGSAN KU, SEOUL 140 031, SOUTH KOREA","Kim Won-Hyoung, Jung Young-Eun, Roh Daeyoung, Kim Daeho, Kang Suk-Hoon, Chae Jeong-Ho, Park Joo Eon",e219,Article,JOURNAL OF KOREAN MEDICAL SCIENCE,AUG 19 2019,,1
2558,0,0,0,0,0,0,0,0,0,,0
2559,Restrictive Spirometric Pattern and Postoperative Pulmonary Complications Following Non-cardiothoracic Surgery,0,Lee H,"NATURE PUBLISHING GROUP, MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Shin Sun Hye, Shin Beomsu, Kang Danbee, Cho Juhee, Kang Hyung Koo, Chon Hae Ri, Kim Jung Soo, Park Hye Yun, Lee Hyun",12750,Article,SCIENTIFIC REPORTS,SEP 4 2019,,1
2560,Evaluating the Outcome of Multi-Morbid Patients Cared for by Hospitalists: a Report of Integrated Medical Model in Korea,0,Kim AJ,"KOREAN ACAD MEDICAL SCIENCES, 302 75 DONG DU ICHON, DONG YONGSAN KU, SEOUL 140 031, SOUTH KOREA","Lee Jung Hwan, Kim Ah Jin, Kyong Tae Young, Jang Ji-Hun, Park Jeongmi, Lee Jeong Hoon, Lee Man-Jong, Kim Jung-Soo, Suh Young Ju, Kwon Seong-Ryul",e179,Article,JOURNAL OF KOREAN MEDICAL SCIENCE,JUL 1 2019,,1
2561,Feasibility of bronchial washing fluid-based approach to early-stage lung cancer diagnosis,0,,"AMER ASSOC CANCER RESEARCH, 615 CHESTNUT ST, 17TH FLOOR, PHILADELPHIA, PA 19106-4404 USA","Ryu Jeong Seon, Lee Myoung Kyu, Lee Seung Jae",74-75,Meeting Abstract,CLINICAL CANCER RESEARCH,Jun-20,,1
2562,"Case of both rivaroxaban- and dabigatran-induced leukocytoclastic vasculitis, during management of pulmonary thromboembolism",0,Lee HL,"ELSEVIER SCIENCE BV, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","Lee Hong Lyeol, Kim Lucia, Kim Cheol Woo, Kim Jung Soo, Nam Hae Sung, Ryu Jeong Seon",219-222,Article,RESPIRATORY MEDICINE CASE REPORTS,2019,,1
2563,0,0,0,0,0,0,0,0,0,,0
2564,Extended-duration deafness is correlated with better subjective satisfaction in CROS-tBAHI recipients,0,Choi JY,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Jung Jinsei, Kim Hyun Ji, Lee Young Ho, Moon In Seok, Choi Jae Young",688-692,Editorial Material,CLINICAL OTOLARYNGOLOGY,Jul-19,,1
2565,"Relationships between Hearing Loss and the Prevalences of Cataract, Glaucoma, Diabetic Retinopathy, and Age-Related Macular Degeneration in Korea",0,Kim NR,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Kim Joon Mo, Kim Se Young, Chin Hee Seung, Kim Hyun Ji, Kim Na Rae",1078,Article,JOURNAL OF CLINICAL MEDICINE,Jul-19,,1
2566,Clinical Characteristics of Bilateral Meniere's Disease in a Single Asian Ethnic Group,0,Kim SH,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Suh Michelle J., Jeong Junhui, Kim Hyun Ji, Jung Jinsei, Kim Sung Huhn",1191-1196,Article,LARYNGOSCOPE,May-19,,1
2567,Inadvertent epidural anesthesia associated with catheterization following continuous psoas compartment block in a patient with scoliosis A Case report,0,Yang C,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Kim Byung-Gun, Yang Chunwoo, Soh Sunghyun, Lee Kyungjoo",e14316,Article,MEDICINE,Feb-19,,1
2568,Effects of Combined Remote Ischemic Pre-and Post-Conditioning on Neurologic Complications in Moyamoya Disease Patients Undergoing Superficial Temporal Artery-Middle Cerebral Artery Anastomosis,0,Jeon YT,"MDPI, ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","Choi Eun-Su, Lee Yoon-Sook, Park Byeong-Seon, Kim Byung-Gun, Sohn Hye-Min, Jeon Young-Tae",638,Article,JOURNAL OF CLINICAL MEDICINE,May-19,,1
2569,Acute cervical myelopathy with quadriparesis after cervical transforaminal epidural steroid injection A case report,0,Kim BG,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Yang Chunwoo, Kim Na Eun, Beak Jee Sun, Tae Na-Young, Eom Byeong Hun, Kim Byung-Gun",e18299,Article,MEDICINE,Dec-19,,1
2570,Comparison of the acoustic windows for the thoracic paramedian epidural approach after shoulder rotation: The lateral decubitus versus the sitting position,0,Kim H,"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER, 65 RUE CAMILLE DESMOULINS, CS50083, 92442 ISSY-LES-MOULINEAUX, FRANCE","Byon Hyo-Jin, Hong Sung-Jun, Kim Dae-Yu, Joo-Hyeon O., Lee In-Gon, Seo Dong-Ho, Heo Gyoung-A, Kim Hyunzu",53-56,Article,ANAESTHESIA CRITICAL CARE & PAIN MEDICINE,Feb-19,,1
2571,Haemodynamic changes and incisional bleeding after scalp infiltration of dexmedetomidine with lidocaine in neurosurgical patients,0,Min KT,"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER, 65 RUE CAMILLE DESMOULINS, CS50083, 92442 ISSY-LES-MOULINEAUX, FRANCE","Kim Hyunzu, Choi Seung-Ho, Ha Sang-Hee, Chang Won-Seok, Heo Gyoung-A, Jeong Jimyeong, Min Kyeong Tae",237-242,Article,ANAESTHESIA CRITICAL CARE & PAIN MEDICINE,Jun-19,,1
2572,"Characteristics, trend, and methodological quality of systematic reviews and meta-analyses in nuclear medicine A bibliometric analysis of studies published between 2005 and 2016",0,"81.1%). Both the number of authors and the ratio of discordance between the first and corresponding authors tended to progressively increase over time., ormed a PubMed search to identify systematic reviews and meta-analyses published between 2005 and 2016 in the field of nuclear medicine. The following data were extracted: journal name impact factor type of study topics with cancer type imaging modalities authors, Kim JH, 88.6%) were published about 7 times more frequently than systematic reviews. Oncology was the most commonly studied topic","LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Hong Jung Ui, Kim Jun Ho, Lee Kyung Hee, Lee Minkyung, Hyun In Young, Cho Soon Gu, Kim Yeo Ju, Lee Ha Young, Kim Ga Ram",e15785,Article,MEDICINE,May-19,,1
2573,0,0,0,0,0,0,0,0,0,,0
2574,RELATIONS OF BLOOD PRESSURE VARIABILITY TO LEFT VENTRICULAR FUNCTION AND ARTERIAL STIFFNESS IN THE HYPERTENSIVE PATIENTS,0,,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Shin Sung-Hee, Jang Ji-Hoon, Lee Man-Jong, Park Sang-Don, Kwon Sung-Woo, Woo Seong-Ill, Kim Dae-Hyeok, Kim Moon-Jae, Park Keum-Soo, Kwan Jun",E484-E485,Meeting Abstract,JOURNAL OF HYPERTENSION,Sep-16,,1
2575,Chromosome 4q25 variants and biomarkers of myocardial fibrosis in patients with atrial fibrillation,0,"Piccini JP, Choi JI","WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Choi Jong-Il, Baek Yong Soo, Roh Seung Young, Piccini Jonathan P., Kim Young-Hoon",1904-1913,Article,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,Oct-19,,1
2576,Impact of persistent left superior vena cava on radiofrequency catheter ablation in patients with atrial fibrillation,0,"Hwang C, Choi JI","OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","Kim Yun Gi, Han Seongwook, Choi Jong-Il, Lee Kwang-No, Baek Yong-Soo, Uhm Jae-Sun, Shim Jaemin, Kim Jin Seok, Park Sang Weon, Hwang Chun",1824-1832,Article,EUROPACE,Dec-19,,1
2577,Trends in the use of implantable cardioverter-defibrillators for prevention of sudden cardiac arrest: A South Korean nationwide population-based study,0,Choi JI,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Roh Seung-Young, Choi Jong-Il, Kim Min Sun, Cho Eun Young, Kim Yun Gi, Lee Kwang-No, Baek Yong-Soo, Shim Jaemin, Kim Jin Seok, Park Sang-Weon",1086-1094,Article,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,Aug-19,,1
2578,Location and pattern of non-invasive keratographic tear film break-up according to dry eye disease subtypes,0,Jung JW,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Kim Jieun, Kim Jung Yong, Seo Kyoung Yul, Kim Tae-im, Chin Hee Seung, Jung Ji Won",E1089-E1097,Article,ACTA OPHTHALMOLOGICA,Dec-19,,1
